;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_gigabyte-laptop-g5-md-51de123sd-v-16d4-512m2-500m2-11p-notebook-mit-156-zoll-display-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-ti-schwarz-100003206.html
";"GIGABYTE Laptop G5 MD 51DE123SD (V-16D4-512M2-500M2-11P), Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 512 GB SSD, GeForce RTX 3050 Ti, Schwarz
Produkt bewerten| Art.-Nr. 100003206 | GIGABYTE";949.–;39.62 cm / 15.6 Zoll;1920 x 1080;Nein;Full-HD;39.62 cm;15.6 Zoll;;IPS (In-Plane Switching);;LPDDR4;16 GB;;Core i5-11400H;Intel®;Core™ i5;i5-11400H;2.2 GHz;6;12;4.5 GHz;;;;;;;;;;;Mobile Intel HM570 Express;2;;;;;;;;;;;;;;64 GB;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-laptop-mit-173-zoll-display-prozessor-16-gb-ram-1000-gb-ssd-intel-iris-xe-graphics-silber-100412970.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100412970 | ACER";949.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;16 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-laptop-mit-173-zoll-display-prozessor-16-gb-ram-2000-gb-ssd-intel-iris-xe-graphics-silber-100413054.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 2000 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100413054 | ACER";999.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;16 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-notebook-mit-173-zoll-display-prozessor-8-gb-ram-1000-gb-ssd-1000-gb-hdd-intel-iris-xe-graphics-silber-100516817.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 1000 GB SSD, 1000 GB HDD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100516817 | ACER";949.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;8 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-notebook-mit-173-zoll-display-prozessor-16-gb-ram-2000-gb-ssd-2000-gb-hdd-intel-iris-xe-graphics-silber-100540932.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 2000 GB SSD, 2000 GB HDD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100540932 | ACER";1149.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;16 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-notebook-mit-173-zoll-display-prozessor-16-gb-ram-1000-gb-ssd-1000-gb-hdd-intel-iris-xe-graphics-silber-100540949.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, 1000 GB HDD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100540949 | ACER";999.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;16 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-notebook-mit-173-zoll-display-prozessor-8-gb-ram-2000-gb-ssd-intel-iris-xe-graphics-silber-100540950.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 2000 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100540950 | ACER";999.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;8 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-notebook-mit-173-zoll-display-prozessor-8-gb-ram-2000-gb-ssd-2000-gb-hdd-intel-iris-xe-graphics-silber-100540951.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 2000 GB SSD, 2000 GB HDD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100540951 | ACER";1099.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;8 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052364.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 250 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052364 | DCL24";1019.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 250 GB , M.2;SSD;;;;;;;;250 GB;;;;;;Ja;;250 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052401.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052401 | DCL24";1059.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 1000 GB , M.2;SSD;;;;;;;;1000 GB;;;;;;Ja;;1000 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052514.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052514 | DCL24";1029.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 500 GB , M.2;SSD;;;;;;;;500 GB;;;;;;Ja;;500 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052525.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 1000 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052525 | DCL24";1039.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 1000 GB , M.2;SSD;;;;;;;;1000 GB;;;;;;Ja;;1000 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052620.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 250 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052620 | DCL24";979.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 250 GB , M.2;SSD;;;;;;;;250 GB;;;;;;Ja;;250 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-gh5-gaming-notebook-mit-156-zoll-display-90052645.html
";"DCL24 GH5, Gaming Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 500 GB SSD, GTX 1650 Ti Mobile, Schwarz
Produkt bewerten| Art.-Nr. 90052645 | DCL24";1009.–;39.6 cm / 15.6 Zoll;;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;;Core i5-10300H;Intel®;Core™ i5;10300H;2.50 GHz;4;;4.5 GHz;;;GTX 1650 Ti Mobile;Nvidia;SSD , 500 GB , M.2;SSD;;;;;;;;500 GB;;;;;;Ja;;500 GB;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-16-90534124.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 250 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 90534124 | DCL24";909.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;2x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 250 GB , M.2;;;;;;;;;;;;;;;Ja;;250 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-8-90534202.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 1000 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 90534202 | DCL24";929.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;1x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 1000 GB , M.2;;;;;;;;;;;;;;;Ja;;1000 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-16-90534254.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 90534254 | DCL24";929.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;2x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 500 GB , M.2;;;;;;;;;;;;;;;Ja;;500 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-8-90534278.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 250 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 90534278 | DCL24";889.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;1x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 250 GB , M.2;;;;;;;;;;;;;;;Ja;;250 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-8-90534475.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 8 GB RAM, 500 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 90534475 | DCL24";899.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;1x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 500 GB , M.2;;;;;;;;;;;;;;;Ja;;500 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865708.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 2000 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865708 | LENOVO";999.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014478.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 256 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014478 | ASUS";699.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014484.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 1000 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014484 | ASUS";749.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014486.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 2000 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014486 | ASUS";849.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014489.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, 1000 GB HDD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014489 | ASUS";799.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014491.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, 1000 GB HDD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014491 | ASUS";849.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014496.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 500 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014496 | ASUS";699.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014506.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 2000 GB SSD, 2000 GB HDD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014506 | ASUS";999.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014507.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014507 | ASUS";649.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014508.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, Intel UHD Graphics, Silber
1.0 (1)| Art.-Nr. 95014508 | ASUS";799.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014509.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 2000 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014509 | ASUS";899.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014512.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014512 | ASUS";749.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-3i-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-uhd-grafik-grau-2789435.html
";"LENOVO IdeaPad 3i, Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel UHD Grafik, Grau
4.7 (7)| Art.-Nr. 2789435 | LENOVO";629.;43.9 cm / 17.3 Zoll;1600 x 900;;HD+;43.9 cm;17.3 Zoll;16:9;;matt;DDR4;8 GB;2x 4 GB;Intel® Core™ i5-10210U-Prozessor 6 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-10210U;1.6 GHz;4;;;250 cd/m²;;;;;;TN;;2666 MHz;;;;;;;Ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-5i-pro-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-storm-grey-2851431.html
";"LENOVO IdeaPad 5i Pro, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Storm Grey
Produkt bewerten| Art.-Nr. 2851431 | LENOVO";999.;35.6 cm / 14 Zoll;2240 x 1400;;;35.6 cm;14 Zoll;16:10;;Matt, 100 % sRGB Farbraumabdeckung;LPDDR5;16 GB;16 GB onboard;Intel® Core™ i5-1240P Prozessor (bis zu 4.4GHz, 12 MB Intel® Smart Cache);Intel®;Core™ i5;i5-1240P;1.7 GHz;;16;4.4 GHz;300 cd/m²;;;;;;IPS;;4800 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-graphit-2837632.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Graphit
Produkt bewerten| Art.-Nr. 2837632 | MICROSOFT";1539.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;16 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-laptop-14s-dq2357ng-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-speicherkarte-intel-iris-xe-graphics-jet-black-2731496.html
";"HP LAPTOP 14S-DQ2357NG, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB Speicherkarte, Intel Iris Xe Graphics, Jet Black
Produkt bewerten| Art.-Nr. 2731496 | HP";699.;35.6 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.6 cm;14 Zoll;;;;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;250 cd/m²;;Intel Iris Xe Graphics;Intel;Speicherkarte , 512 GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
